id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_name,candidate_last_name,candidate_office,candidate_jurisdiction,portion_of_amount,for_or_against,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,candidate_first_name,candidate_party,vendor_location,ballot_name,ballot_number,ballot_type,sponsor_location,sponsor_phone,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
21362.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,40625.00,ONLINE ADS IN SUPP K. PLESE,2023-10-06T00:00:00.000,2023-10-11T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21363.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,22519.68,DIRECT MAIL IN SUPP K. PLESE,2023-10-06T00:00:00.000,2023-10-20T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21364.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,3581.76,DIRECT MAIL SUPP M. CATHCART,2023-10-06T00:00:00.000,2023-10-06T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21365.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,6092.00,ONLINE ADS SUPP M. CATHCART,2023-10-06T00:00:00.000,2023-10-11T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21366.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,3581.76,DIRECT MAIL SUPP M. CATHCART,2023-10-06T00:00:00.000,2023-10-16T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21367.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,4926.72,DIRECT MAIL SUPP K. TRELOAR,2023-10-06T00:00:00.000,2023-10-06T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21368.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,8315.00,ONLINE ADS SUPP K. TRELOAR,2023-10-06T00:00:00.000,2023-10-11T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21369.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,4926.72,DIRECT MAIL SUPP K. TRELOAR,2023-10-06T00:00:00.000,2023-10-16T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21370.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,3856.00,PHONE CALLS SUPP K. TRELOAR,2023-10-06T00:00:00.000,2023-10-23T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
21371.expn,12050,C6.2 - Itemized Expenditures,35049,705,NATIONAL ASSOCIATION OF REALTORS FUND ,"A business, union, group, association, organization, or other person using only general treasury funds.",Electioneering Communication,2023-10-12T00:00:00.000,2023,430 N. MICHIGAN AVE.,CHICAGO,IL,60611,KPASCHAL@REALTORS.ORG,0.00,659334.61,376590.02,5695.68,DIRECT MAIL IN SUPP E. MOORE,2023-10-06T00:00:00.000,2023-10-06T00:00:00.000,ACCESS MARKETING SERVICES,PO BOX 913026,DENVER,CO,80291,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12050'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-104.9821, 39.75836]}",,,,"{'type': 'Point', 'coordinates': [-87.624471, 41.89038]}",312-329-8200,,,,,,
29133.entity,12048,C6.3 - Identified Entities,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-11T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,,0.00,135304.73,520.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12048'},1240,688923,31305,WOODN  203,NADINE NADINE MARIE WOODWARD ,NADINE MARIE WOODWARD,MAYOR,CITY OF SPOKANE,75.00,Against,WOODN  203,,,,,,,,NADINE,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
29134.entity,12048,C6.3 - Identified Entities,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-11T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,,0.00,135304.73,520.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12048'},32519,689227,31860,PLESK--275, KIM T. PLESE ,KIM T. PLESE,CITY COUNCIL PRESIDENT,CITY OF SPOKANE,445.00,Against,PLESK--275,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
21343.expn,12048,C6.2 - Itemized Expenditures,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-11T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,CITIZENSFORLIBERTYANDLABOR@GMAIL.COM,0.00,135304.73,520.00,520.00,BROADCAST ADVERTISEMENTS,2023-10-11T00:00:00.000,2023-10-09T00:00:00.000,KHQ-TV,1201 W SPRAGUE AVE,SPOKANE,WA,99201,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12048'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.43034, 47.65684]}",,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
29130.entity,12045,C6.3 - Identified Entities,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,,0.00,134784.73,126980.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},32519,689227,31860,PLESK--275, KIM T. PLESE ,KIM T. PLESE,CITY COUNCIL PRESIDENT,CITY OF SPOKANE,44416.25,Against,PLESK--275,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
29131.entity,12045,C6.3 - Identified Entities,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,,0.00,134784.73,126980.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},26342,689296,31932,WILKB  202,BETSY BETSY L WILKERSON ,BETSY L WILKERSON,CITY COUNCIL PRESIDENT,CITY OF SPOKANE,16888.75,For,WILKB  202,,,,,,,,BETSY,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
29129.entity,12045,C6.3 - Identified Entities,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,,0.00,134784.73,126980.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},8007,689261,31900,BROWL  204,LISA LISA JO BROWN ,LISA JO BROWN,MAYOR,CITY OF SPOKANE,9067.50,For,BROWL  204,,,,,,,,LISA,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
29128.entity,12045,C6.3 - Identified Entities,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,,0.00,134784.73,126980.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},1240,688923,31305,WOODN  203,NADINE NADINE MARIE WOODWARD ,NADINE MARIE WOODWARD,MAYOR,CITY OF SPOKANE,56607.50,Against,WOODN  203,,,,,,,,NADINE,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
29127.entity,12044,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-10T00:00:00.000,2023,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,39000.00,24000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12044'},1240,688923,31305,WOODN  203,NADINE NADINE MARIE WOODWARD ,NADINE MARIE WOODWARD,MAYOR,CITY OF SPOKANE,24000.00,For,WOODN  203,,,,,,,,NADINE,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,,,,,,
21341.expn,12045,C6.2 - Itemized Expenditures,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,CITIZENSFORLIBERTYANDLABOR@GMAIL.COM,0.00,134784.73,126980.00,11400.00,BROADCAST ADVERTISEMENTS,2023-10-09T00:00:00.000,2023-10-09T00:00:00.000,KHQ-TV,1201 W SPRAGUE AVE,SPOKANE,WA,99201,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.43034, 47.65684]}",,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
21340.expn,12045,C6.2 - Itemized Expenditures,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,CITIZENSFORLIBERTYANDLABOR@GMAIL.COM,0.00,134784.73,126980.00,11500.00,BROADCAST ADVERTISEMENTS,2023-10-09T00:00:00.000,2023-10-09T00:00:00.000,KXLY,500 W BOONE,SPOKANE,WA,99201,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.41988, 47.66834]}",,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
21339.expn,12045,C6.2 - Itemized Expenditures,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,CITIZENSFORLIBERTYANDLABOR@GMAIL.COM,0.00,134784.73,126980.00,11580.00,BROADCAST ADVERTISEMENTS,2023-10-09T00:00:00.000,2023-10-09T00:00:00.000,CHANNEL 2 KREM,4103 S REGAL ST,SPOKANE,WA,99223,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.36798, 47.61683]}",,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
21338.expn,12045,C6.2 - Itemized Expenditures,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,CITIZENSFORLIBERTYANDLABOR@GMAIL.COM,0.00,134784.73,126980.00,80000.00,CABLE ADVERTISEMENTS,2023-10-09T00:00:00.000,2023-10-09T00:00:00.000,COMCAST,1701 JOHN F KENNEDY BLVD,PHILADELPHIA,PA,19103,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-75.168351, 39.95425]}",,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
21337.expn,12045,C6.2 - Itemized Expenditures,33060,1162,CITIZENS FOR LIBERTY AND LABOR PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2023-10-10T00:00:00.000,2023,PO BOX 18845,SPOKANE,WA,99228,CITIZENSFORLIBERTYANDLABOR@GMAIL.COM,0.00,134784.73,126980.00,12500.00,VIDEOS FOR TV ADS,2023-10-02T00:00:00.000,2023-10-05T00:00:00.000,TREATMENT LLC,"304 W PACIFIC AVE, STE 210",SPOKANE,WA,99201,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12045'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.42553, 47.71555]}",,,,,,,
21336.expn,12044,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-10T00:00:00.000,2023,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,39000.00,24000.00,24000.00,TV ADVERTISING (10/9-10/29),2023-09-22T00:00:00.000,2023-10-09T00:00:00.000,QUINN GROUP,W. 727 GARLAND AVE.,SPOKANE,WA,99205,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12044'},,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.4226, 47.69323]}",,,,"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",3606288129,,,,,,
29098.entity,12036,C6.3 - Identified Entities,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,,0.00,534538.59,4861.50,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12036'},1240,688923,31305,WOODN  203,NADINE NADINE MARIE WOODWARD ,NADINE MARIE WOODWARD,MAYOR,CITY OF SPOKANE,1620.50,For,WOODN  203,,,,,,,,NADINE,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",,,,,,,
29090.entity,12032,C6.3 - Identified Entities,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,,0.00,519477.09,16342.05,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12032'},32519,689227,31860,PLESK--275, KIM T. PLESE ,KIM T. PLESE,CITY COUNCIL PRESIDENT,CITY OF SPOKANE,2456.48,For,PLESK--275,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",,,,,,,
29101.entity,12036,C6.3 - Identified Entities,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,,0.00,534538.59,4861.50,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12036'},11518,689338,32032,TRELK--203, KATEY TRELOAR ,KATEY TRELOAR,CITY COUNCIL MEMBER,CITY OF SPOKANE,540.16,For,TRELK--203,,,,,,,,,NON PARTISAN,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",,,,,,,
21287.expn,12036,C6.2 - Itemized Expenditures,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,HEATHER@CLARKECOMPANY.NET,0.00,534538.59,4861.50,4515.00,"DOOR HANGER PRINTING(50,000)",2023-09-29T00:00:00.000,2023-10-02T00:00:00.000,CAMELBACK STRATEGY GROUP,2801 E CAMELBACK RD STE 200,PHOENIX,AZ,85016,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12036'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",360-628-8129,,,,,,
21286.expn,12036,C6.2 - Itemized Expenditures,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,HEATHER@CLARKECOMPANY.NET,0.00,534538.59,4861.50,346.50,"DOOR HANGER DESIGN (50,000)",2023-09-29T00:00:00.000,2023-10-02T00:00:00.000,CAMELBACK STRATEGY GROUP,2801 E CAMELBACK RD STE 200,PHOENIX,AZ,85016,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12036'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",360-628-8129,,,,,,
21285.expn,12035,C6.2 - Itemized Expenditures,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,HEATHER@CLARKECOMPANY.NET,0.00,529677.09,7950.00,7950.00,TV AD PRODUCTION,2023-09-22T00:00:00.000,2023-10-02T00:00:00.000,"OUTLAW MEDIA, LLC",3532 GODDARD WAY,ALEXANDRIA,VA,22304,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12035'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",360-628-8129,,,,,,
21284.expn,12034,C6.2 - Itemized Expenditures,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,HEATHER@CLARKECOMPANY.NET,0.00,521727.09,2250.00,2250.00,BILLBOARDS-DIVISION10/2-11/5,2023-08-30T00:00:00.000,2023-10-02T00:00:00.000,LAMAR COMPANIES,PO BOX 746966,ATLANTA,GA,30374,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12034'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",360-628-8129,,,,,,
21283.expn,12032,C6.2 - Itemized Expenditures,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,HEATHER@CLARKECOMPANY.NET,0.00,519477.09,16342.05,7312.20,"DIR MAIL PRINTING(21,356PCS)",2023-09-22T00:00:00.000,2023-10-02T00:00:00.000,CAMELBACK STRATEGY GROUP,2801 E CAMELBACK RD STE 200,PHOENIX,AZ,85016,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12032'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",360-628-8129,,,,,,
21282.expn,12032,C6.2 - Itemized Expenditures,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,HEATHER@CLARKECOMPANY.NET,0.00,519477.09,16342.05,8029.85,DIR MAIL POSTAGE(21356PCS),2023-09-22T00:00:00.000,2023-10-02T00:00:00.000,CAMELBACK STRATEGY GROUP,2801 E CAMELBACK RD STE 200,PHOENIX,AZ,85016,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12032'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",360-628-8129,,,,,,
21281.expn,12032,C6.2 - Itemized Expenditures,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,HEATHER@CLARKECOMPANY.NET,0.00,519477.09,16342.05,1000.00,"DIR MAIL DESIGN(21,356PCS)",2023-09-22T00:00:00.000,2023-10-02T00:00:00.000,CAMELBACK STRATEGY GROUP,2801 E CAMELBACK RD STE 200,PHOENIX,AZ,85016,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12032'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",360-628-8129,,,,,,
21279.expn,12029,C6.2 - Itemized Expenditures,34122,1130,SPOKANE GOOD GOVERNMENT ALLIANCE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2023-10-03T00:00:00.000,2023,PO BOX 9445,SPOKANE,WA,99209,HEATHER@CLARKECOMPANY.NET,0.00,503135.04,68741.00,6661.48,TV ADS TNT-USA 10/2-10/8,2023-09-29T00:00:00.000,2023-10-02T00:00:00.000,GO BIG MEDIA,PO BOX 25026,WASHINGTON,DC,20027,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12029'},,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'Point', 'coordinates': [-117.44016, 47.69297]}",360-628-8129,,,,,,
