id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,sponsor_location,vendor_location,candidate_name,ballot_name,ballot_number,ballot_type,portion_of_amount,for_or_against,sponsor_phone,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_last_name,candidate_first_name,candidate_office,candidate_jurisdiction,candidate_party,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
10990.expn,6346,C6.2 - Itemized Expenditures,33413,604,GOOD GOVERNMENT LEADERSHIP COUNCIL ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-27T00:00:00.000,2016,PO BOX 693,CENTRALIA,WA,98531,COLLEENMORSE@EARTHLINK.NET,0.00,218555.80,17624.00,5000.00,PRIMARY 5 PRINTING & DESIGN,2016-07-27T00:00:00.000,2016-07-25T00:00:00.000,DATAGRAPHICS,PO BOX 11794,OLYMPIA,WA,98508,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6346'},"{'type': 'Point', 'coordinates': [-122.96076, 46.7289]}","{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,,,360-807-1983,,,,,,,,,,,,,,,,,,,,,,,
10991.expn,6346,C6.2 - Itemized Expenditures,33413,604,GOOD GOVERNMENT LEADERSHIP COUNCIL ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-27T00:00:00.000,2016,PO BOX 693,CENTRALIA,WA,98531,COLLEENMORSE@EARTHLINK.NET,0.00,218555.80,17624.00,2600.00,PRIMARY 5 POSTAGE,2016-07-27T00:00:00.000,2016-07-25T00:00:00.000,DATAGRAPHICS,PO BOX 11794,OLYMPIA,WA,98508,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6346'},"{'type': 'Point', 'coordinates': [-122.96076, 46.7289]}","{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,,,360-807-1983,,,,,,,,,,,,,,,,,,,,,,,
11900.entity,6340,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109420.13,158.10,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6340'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,TERI HICKEL ,,,,39.53,Against,,3810,4245,8737,HICKT  354,HICKEL,TERI,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,HICKT  354,,,,,,,,,,,,,
11901.entity,6340,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109420.13,158.10,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6340'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,KRISTINE REEVES ,,,,39.51,For,,636,4568,16146,REEVK  093,REEVES,KRISTINE,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,DEMOCRAT,REEVK  093,,,,,,,,,,,,,
11902.entity,6341,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109626.34,206.21,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6341'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,WILBERFORCE  AGYEKUM ,,,,25.78,Against,,3698,4072,192,AGYEW  208,AGYEKUM,WILBERFORCE ,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,NON PARTISAN,AGYEW  208,,,,,,,,,,,,,
10996.expn,6348,C6.2 - Itemized Expenditures,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-27T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,JEFFDAVIS@MADISONCORP.BIZ,0.00,45692.21,9144.32,9144.32,PRINTING POSTAGE MAILER,2016-07-26T00:00:00.000,2016-07-26T00:00:00.000,MADISON COMMUNICATIONS CORP.,POST OFFICE BOX 2408,WOODINVILLE,WA,98072,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6348'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}","{'type': 'Point', 'coordinates': [-122.13847, 47.75605]}",,,,,,,206-617-9762,,,,,,,,,,,,,,,,,,,,,,,
11895.entity,6339,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109262.03,187.97,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6339'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,BRANDON LYONS ,,,,15.66,Against,,3716,4104,11832,LYONB  387,LYONS,BRANDON,STATE REPRESENTATIVE,LEG DISTRICT 28 - HOUSE,LIBERTARIAN,LYONB  387,,,,,,,,,,,,,
11894.entity,6339,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109262.03,187.97,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6339'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,CHRISTINE KILDUFF ,,,,46.99,For,,39,4173,10359,KILDC  466,KILDUFF,CHRISTINE,STATE REPRESENTATIVE,LEG DISTRICT 28 - HOUSE,DEMOCRAT,KILDC  466,,,,,,,,,,,,,
11893.entity,6339,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109262.03,187.97,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6339'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,RICHARD MURI ,,,,23.50,Against,,100,4708,13737,MURIR  388,MURI,RICHARD,STATE REPRESENTATIVE,LEG DISTRICT 28 - HOUSE,REPUBLICAN,MURIR  388,,,,,,,,,,,,,
11892.entity,6339,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109262.03,187.97,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6339'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MARI KRUGER LEAVITT ,,,,46.99,For,,25649,4149,10716,KRUGM2 466,KRUGER LEAVITT,MARI,STATE REPRESENTATIVE,LEG DISTRICT 28 - HOUSE,DEMOCRAT,KRUGM2 466,,,,,,,,,,,,,
11891.entity,6339,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109262.03,187.97,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6339'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,ANNE GIROUX ,,,,23.50,Against,,3852,4313,7170,GIROA  466,GIROUX,ANNE,STATE REPRESENTATIVE,LEG DISTRICT 28 - HOUSE,DEMOCRAT,GIROA  466,,,,,,,,,,,,,
11890.entity,6338,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109074.06,154.59,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6338'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,JOYCE MCDONALD ,,,,38.64,Against,,28278,4062,12689,MCDOJ  446,MCDONALD,JOYCE,STATE REPRESENTATIVE,LEG DISTRICT 25 - HOUSE,REPUBLICAN,MCDOJ  446,,,,,,,,,,,,,
11889.entity,6338,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109074.06,154.59,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6338'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MICHELLE  CHATTERTON ,,,,38.65,For,,3958,4474,2936,CHATM  371,CHATTERTON,MICHELLE ,STATE REPRESENTATIVE,LEG DISTRICT 25 - HOUSE,DEMOCRAT,CHATM  371,,,,,,,,,,,,,
11888.entity,6338,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109074.06,154.59,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6338'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MELANIE STAMBAUGH ,,,,38.65,Against,,1822,4794,18534,STAMM  390,STAMBAUGH,MELANIE,STATE REPRESENTATIVE,LEG DISTRICT 25 - HOUSE,REPUBLICAN,STAMM  390,,,,,,,,,,,,,
11887.entity,6338,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,109074.06,154.59,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6338'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,JAMIE SMITH ,,,,38.65,For,,6,4077,18171,SMITJ  373,SMITH,JAMIE,STATE REPRESENTATIVE,LEG DISTRICT 25 - HOUSE,DEMOCRAT,SMITJ  373,,,,,,,,,,,,,
11882.entity,6333,C6.3 - Identified Entities,34078,919,SMALL BUSINESSES UNITED PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-27T00:00:00.000,2016,P.O. BOX 324,OLYMPIA,WA,98507,,0.00,100844.96,8759.73,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6333'},"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,DAVID SAWYER ,,,,8759.73,Against,,752,4624,17236,SAWYD  444,SAWYER,DAVID,STATE REPRESENTATIVE,LEG DISTRICT 29 - HOUSE,DEMOCRAT,SAWYD  444,,,,,,,,,,,,,
10979.expn,6343,C6.2 - Itemized Expenditures,33413,604,GOOD GOVERNMENT LEADERSHIP COUNCIL ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-27T00:00:00.000,2016,PO BOX 693,CENTRALIA,WA,98531,COLLEENMORSE@EARTHLINK.NET,0.00,179601.60,9462.00,4300.00,PRIMARY 3 PRINTING,2016-07-27T00:00:00.000,2016-07-25T00:00:00.000,DATAGRAPHICS,PO BOX 11794,OLYMPIA,WA,98508,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6343'},"{'type': 'Point', 'coordinates': [-122.96076, 46.7289]}","{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,,,360-807-1983,,,,,,,,,,,,,,,,,,,,,,,
10978.expn,6343,C6.2 - Itemized Expenditures,33413,604,GOOD GOVERNMENT LEADERSHIP COUNCIL ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-27T00:00:00.000,2016,PO BOX 693,CENTRALIA,WA,98531,COLLEENMORSE@EARTHLINK.NET,0.00,179601.60,9462.00,3500.00,PRIMARY 3 POSTAGE,2016-07-27T00:00:00.000,2016-07-25T00:00:00.000,DATAGRAPHICS,PO BOX 11794,OLYMPIA,WA,98508,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6343'},"{'type': 'Point', 'coordinates': [-122.96076, 46.7289]}","{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,,,360-807-1983,,,,,,,,,,,,,,,,,,,,,,,
10977.expn,6342,C6.2 - Itemized Expenditures,33413,604,GOOD GOVERNMENT LEADERSHIP COUNCIL ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-27T00:00:00.000,2016,PO BOX 693,CENTRALIA,WA,98531,COLLEENMORSE@EARTHLINK.NET,0.00,170139.60,9473.00,462.00,SALES TAX,2016-07-27T00:00:00.000,2016-07-22T00:00:00.000,DATAGRAPHICS,PO BOX 11794,OLYMPIA,WA,98508,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6342'},"{'type': 'Point', 'coordinates': [-122.96076, 46.7289]}","{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,,,360-807-1983,,,,,,,,,,,,,,,,,,,,,,,
10976.expn,6342,C6.2 - Itemized Expenditures,33413,604,GOOD GOVERNMENT LEADERSHIP COUNCIL ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-27T00:00:00.000,2016,PO BOX 693,CENTRALIA,WA,98531,COLLEENMORSE@EARTHLINK.NET,0.00,170139.60,9473.00,1200.00,PRIMARY 2 DESIGN,2016-07-27T00:00:00.000,2016-07-22T00:00:00.000,DATAGRAPHICS,PO BOX 11794,OLYMPIA,WA,98508,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6342'},"{'type': 'Point', 'coordinates': [-122.96076, 46.7289]}","{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,,,360-807-1983,,,,,,,,,,,,,,,,,,,,,,,
11828.entity,6314,C6.3 - Identified Entities,34078,919,SMALL BUSINESSES UNITED PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,P.O. BOX 324,OLYMPIA,WA,98507,,0.00,92085.23,9271.55,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6314'},"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,BRANDEN DURST ,,,,9271.55,For,,1792,4386,5476,DURSB  408,DURST,BRANDEN,STATE REPRESENTATIVE,LEG DISTRICT 29 - HOUSE,DEMOCRAT,DURSB  408,,,,,,,,,,,,,
11827.entity,6313,C6.3 - Identified Entities,33685,923,MOVE CLARK COUNTY FORWARD ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-07-26T00:00:00.000,2016,605 MAIN ST #1439,VANCOUVER,WA,98660,,0.00,29443.36,26166.48,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6313'},"{'type': 'Point', 'coordinates': [-122.67134, 45.62595]}",,ALISHIA TOPPER ,,,,26166.48,For,,432,4781,19614,TOPPA  666,TOPPER,ALISHIA,STATE REPRESENTATIVE,LEG DISTRICT 49 - HOUSE,DEMOCRAT,TOPPA  666,,,,,,,,,,,,,
11826.entity,6312,C6.3 - Identified Entities,33685,923,MOVE CLARK COUNTY FORWARD ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,605 MAIN ST #1439,VANCOUVER,WA,98660,,0.00,3276.88,3276.88,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6312'},"{'type': 'Point', 'coordinates': [-122.67134, 45.62595]}",,ALISHIA TOPPER ,,,,3276.88,For,,432,4781,19614,TOPPA  666,TOPPER,ALISHIA,STATE REPRESENTATIVE,LEG DISTRICT 49 - HOUSE,DEMOCRAT,TOPPA  666,,,,,,,,,,,,,
11825.entity,6311,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,241322.35,25872.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6311'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,VALERIE TINNEY ,,,,10851.00,For,,3843,4300,19582,TINNV  611,TINNEY,VALERIE,STATE REPRESENTATIVE,LEG DISTRICT 19 - HOUSE,REPUBLICAN,TINNV  611,,,,,,,,,,,,,
11824.entity,6311,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,241322.35,25872.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6311'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,GERALD PAINE ,,,,4828.00,For,,4084,4650,14700,PAINGJ 802,PAINE,GERALD,STATE REPRESENTATIVE,LEG DISTRICT 12 - HOUSE,REPUBLICAN,PAINGJ 802,,,,,,,,,,,,,
11823.entity,6311,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-07-26T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,241322.35,25872.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6311'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,LYNDA WILSON ,,,,10193.00,For,,26343,4524,21508,WILSL2 682,WILSON,LYNDA,STATE SENATOR,LEG DISTRICT 17 - SENATE,REPUBLICAN,WILSL2 682,,,,,,,,,,,,,
11822.entity,6310,C6.3 - Identified Entities,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,0.00,27337.77,9867.40,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6310'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,JOHNNY LOVICK ,,,,2466.85,Against,,26449,4106,11764,LOVIJ  012,LOVICK,JOHNNY,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,DEMOCRAT,LOVIJ  012,,,,,,,,,,,,,
11821.entity,6310,C6.3 - Identified Entities,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,0.00,27337.77,9867.40,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6310'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,JANICE HUXFORD ,,,,7400.55,For,,3795,4225,9256,HUXFJ  258,HUXFORD,JANICE,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,REPUBLICAN,HUXFJ  258,,,,,,,,,,,,,
11820.entity,6309,C6.3 - Identified Entities,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,0.00,17470.37,8947.87,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6309'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,PAUL GRAVES ,,,,4473.93,For,,527,4304,7346,GRAVP  024,GRAVES,PAUL,STATE REPRESENTATIVE,LEG DISTRICT 05 - HOUSE,REPUBLICAN,GRAVP  024,,,,,,,,,,,,,
11819.entity,6309,C6.3 - Identified Entities,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,0.00,17470.37,8947.87,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6309'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,JAY RODNE ,,,,4473.94,For,,1721,4541,16618,RODNJ  065,RODNE,JAY,STATE REPRESENTATIVE,LEG DISTRICT 05 - HOUSE,REPUBLICAN,RODNJ  065,,,,,,,,,,,,,
11818.entity,6308,C6.3 - Identified Entities,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,0.00,8522.50,8522.50,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6308'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,TERI HICKEL ,,,,4261.25,For,,3810,4245,8737,HICKT  354,HICKEL,TERI,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,HICKT  354,,,,,,,,,,,,,
11817.entity,6308,C6.3 - Identified Entities,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,0.00,8522.50,8522.50,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6308'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,LINDA KOCHMAR ,,,,4261.25,For,,507,4156,10611,KOCHL  003,KOCHMAR,LINDA,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,KOCHL  003,,,,,,,,,,,,,
11816.entity,6307,C6.3 - Identified Entities,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,0.00,254113.74,9610.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6307'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,MARK MULLET ,,,,9610.00,Against,,1117,4709,13719,MULLM  027,MULLET,MARK,STATE SENATOR,LEG DISTRICT 05 - SENATE,DEMOCRAT,MULLM  027,,,,,,,,,,,,,
2504.source,6307,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6307'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-07-21T00:00:00.000,95000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2503.source,6307,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6307'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-07-05T00:00:00.000,100000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2502.source,6307,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6307'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-06-21T00:00:00.000,45000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
2501.source,6307,C6.5 - Funding Sources,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-07-26T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-6307'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}",,,,,,,,,,,,,,,,,,,THE LEADERSHIP COUNCIL,2016-06-09T00:00:00.000,60000.00,POST OFFICE BOX 11025,OLYMPIA,WA,98508,"{'type': 'Point', 'coordinates': [-122.93916, 47.03623]}",,,,,
